,polarity,tweet_Id,date,fulltweet
1037,1.0,1459360400651268099,2021-11-13T03:20:07.000Z,made huge mistake lb not get another opportunity like
1038,1.0,1459360415721213957,2021-11-13T03:20:11.000Z,said
1040,1.0,1459360418401501184,2021-11-13T03:20:12.000Z,
1041,1.0,1459360446188859399,2021-11-13T03:20:18.000Z,
1047,1.0,1459360588312850433,2021-11-13T03:20:52.000Z,
1048,1.0,1459360597208977410,2021-11-13T03:20:54.000Z,agree know value enough said
1050,1.0,1459360662149373952,2021-11-13T03:21:10.000Z,man u hosting proves democracy isn u real
1054,1.0,1459360755019571211,2021-11-13T03:21:32.000Z,good loss
1065,1.0,1459361048755064833,2021-11-13T03:22:42.000Z,
1066,1.0,1459361050474729476,2021-11-13T03:22:42.000Z,u f
1067,1.0,1459361073702879240,2021-11-13T03:22:48.000Z,truth
1071,1.0,1459361171077799938,2021-11-13T03:23:11.000Z,good job ruining iconic brand decades universal love appreciation
1076,1.0,1459361228648685572,2021-11-13T03:23:25.000Z,know say snooze lose well slept lost moved yesterday u news next
1077,1.0,1459361229181308936,2021-11-13T03:23:25.000Z,still not charge charges may found not guilty n double applies feds well state court
1084,1.0,1459361383460466690,2021-11-13T03:24:02.000Z,u roll today
1092,1.0,1459361488330653698,2021-11-13T03:24:27.000Z,look like u f
1098,1.0,1459361537404010503,2021-11-13T03:24:38.000Z,super ray done stepped
1099,1.0,1459361558979481604,2021-11-13T03:24:43.000Z,
1100,1.0,1459361563500896262,2021-11-13T03:24:45.000Z,love ken jennings ease style like remember
1102,1.0,1459361583017062406,2021-11-13T03:24:49.000Z,failed sir legend
1107,1.0,1459361617976561671,2021-11-13T03:24:58.000Z,
1109,1.0,1459361640613298177,2021-11-13T03:25:03.000Z,bigger better u ufe f
1113,1.0,1459361742446804993,2021-11-13T03:25:27.000Z,right u
1116,1.0,1459361816954515458,2021-11-13T03:25:45.000Z,next
1118,1.0,1459361860671705094,2021-11-13T03:25:55.000Z,u f af levar
1119,1.0,1459361889519955973,2021-11-13T03:26:02.000Z,great makes look relaxing natural
1120,1.0,1459361899494223875,2021-11-13T03:26:05.000Z,
1126,1.0,1459361966468657152,2021-11-13T03:26:21.000Z,nfinal category ncontemporary playwrites n no idea nmy blind guess nwho tennessee williams n blindguess
1133,1.0,1459362077156392963,2021-11-13T03:26:47.000Z,husband watched every night years passed last tv show watched together alex diagnosed went back watching host fiasco done good
1138,1.0,1459362150758199298,2021-11-13T03:27:05.000Z,
1142,1.0,1459362234702843907,2021-11-13T03:27:25.000Z,downunder hard talk ridley career may needs worry get right important thing waller playing not close even though gesicki stud
1146,1.0,1459362265128439815,2021-11-13T03:27:32.000Z,trust nhim always n nher love nhim big time n nnow let go summon ancientsthe alchemy u
1147,1.0,1459362305406169092,2021-11-13T03:27:41.000Z,nyc comments tweet u f u f u f u f u f
1151,1.0,1459362420271554561,2021-11-13T03:28:09.000Z,nyc good job ruining iconic brand decades universal love appreciation
1152,1.0,1459362443692548100,2021-11-13T03:28:14.000Z,
1157,1.0,1459362551620382726,2021-11-13T03:28:40.000Z,nyc good job ruining iconic brand decades universal love appreciation
1158,1.0,1459362594834239490,2021-11-13T03:28:50.000Z,wife immediately wondering not get
1160,1.0,1459362628233580547,2021-11-13T03:28:58.000Z,u nothing wrong dating older men n ncome sugar got bengay nightstand playing tv latest newspaper u f u f u f u f
1161,1.0,1459362628380286978,2021-11-13T03:28:58.000Z,moved people
1162,1.0,1459362693299724289,2021-11-13T03:29:14.000Z,super ray done stepped
1163,1.0,1459362738799407108,2021-11-13T03:29:25.000Z,steve bannon got indicted against law called double not put trial thing twice also pleading th legal but thing not tell truth obvious dem plan n
1164,1.0,1459362753207017472,2021-11-13T03:29:28.000Z,stop host saga make mayim bialik permanent host u perfect ken good u u way better
1165,1.0,1459362774421807104,2021-11-13T03:29:33.000Z,need new legislation makes illegal file malign frivolous lawsuits against independent media outlets journalists attacks put free press
1166,1.0,1459362815328751616,2021-11-13T03:29:43.000Z,talk huge daily double wagers today u f f n nhead hear contestants u
1167,1.0,1459362816767389703,2021-11-13T03:29:43.000Z,nway go andrew neven u not grandmaster game software great like bold style
1169,1.0,1459362905191632896,2021-11-13T03:30:04.000Z,andrewhe family cheering
1171,1.0,1459362946350555137,2021-11-13T03:30:14.000Z,super ray done stepped
1173,1.0,1459362976431886342,2021-11-13T03:30:21.000Z,tagging hosting starting week always honor real joy b u
1175,1.0,1459363055876325376,2021-11-13T03:30:40.000Z,
1181,1.0,1459363181931884546,2021-11-13T03:31:10.000Z,make ken jennings permanent host
1182,1.0,1459363185618735106,2021-11-13T03:31:11.000Z,u f u f failed military experiment global conspiracy spanning decades two parallel worlds coll u
1183,1.0,1459363186159734788,2021-11-13T03:31:11.000Z,el man dijo que ya no quiere nada que ver con el programa n xa ya xe jelo de etiquetar
1186,1.0,1459363204220391427,2021-11-13T03:31:16.000Z,andrewhe sending love contestants crew fans past days shout fashion reviewe u
1187,1.0,1459363211963105289,2021-11-13T03:31:18.000Z,back bit
1188,1.0,1459363220519596039,2021-11-13T03:31:20.000Z,may name wherever please mr burton u f u f
1192,1.0,1459363302589571074,2021-11-13T03:31:39.000Z,would double
1195,1.0,1459363413423972358,2021-11-13T03:32:06.000Z,lmao didn u even see mentioned haaaa
1208,1.0,1459363601060446208,2021-11-13T03:32:50.000Z,let know unc
1209,1.0,1459363636422463491,2021-11-13T03:32:59.000Z,win final
1210,1.0,1459363732442664967,2021-11-13T03:33:22.000Z,andrew joins k kelly holzhauer u probably idk hitting days u f u f u f fc know people gon na say forgot but days soooo head doesn u count u f f u f c
1215,1.0,1459363825791156229,2021-11-13T03:33:44.000Z,fair enough
1216,1.0,1459363883139874818,2021-11-13T03:33:58.000Z,salute
1217,1.0,1459363903239036932,2021-11-13T03:34:02.000Z,salute
1219,1.0,1459363926366298114,2021-11-13T03:34:08.000Z,would u loved gone differently but fix gave week gave job executive producer fall grace pretty sweet though end u loss not u ufe f
1224,1.0,1459354181089824768,2021-11-13T02:55:24.000Z,not remember helped study
1227,1.0,1459354329488535555,2021-11-13T02:56:00.000Z,first fab friday much fun played made turkey corner bookmarks played music games ms baker u
1228,1.0,1459354351869251587,2021-11-13T02:56:05.000Z,latest playful news thanks funko
1229,1.0,1459354364934512641,2021-11-13T02:56:08.000Z,love wahlburgers u f u ufe f u e way go hubby
1230,1.0,1459354381900525574,2021-11-13T02:56:12.000Z,dancing queen
1232,1.0,1459354488238587907,2021-11-13T02:56:38.000Z,yoops corrected link previous post wrong date could not edited n n
1235,1.0,1459354689674387463,2021-11-13T02:57:26.000Z,hi darrin following love got far person audition but never called u keep trying voteblue
1236,1.0,1459354829889888260,2021-11-13T02:57:59.000Z,beers regretting absolutely no decisions tonight celebrity u john travolta sean mcvay u keith hernandez
1242,1.0,1459355344577212420,2021-11-13T03:00:02.000Z,virtual event tues pm n ncity year interactive info session
1244,1.0,1459355388680228869,2021-11-13T03:00:12.000Z,forgot perhaps eastern not first time zone j airs every weeknight lucky early viewers
1247,1.0,1459355577201610757,2021-11-13T03:00:57.000Z,literally made twitter public could tweet get notice but every time draft someth u
1248,1.0,1459355639071666176,2021-11-13T03:01:12.000Z,time
1254,1.0,1459355972648931331,2021-11-13T03:02:32.000Z,next question bakit nagpa apekto di pinanindigan kase nasa secluded area sila kumpetisyon alliances u
1255,1.0,1459356056233164804,2021-11-13T03:02:51.000Z,teams back third period mcpherson box goalie interference start frame npeoria leads putting storm winning streak n peovsqc quadcitystorm teamfieldpass fieldpasshockey
1257,1.0,1459356280481406981,2021-11-13T03:03:45.000Z,cool mma go watch go hiking tomorrow snow beautiful brisket excited
1270,1.0,1459356424111226882,2021-11-13T03:04:19.000Z,
1276,1.0,1459356465538363400,2021-11-13T03:04:29.000Z,
1279,1.0,1459356499919134721,2021-11-13T03:04:37.000Z,facts stepping
1280,1.0,1459356513986879488,2021-11-13T03:04:41.000Z,start perry centric not want miss n
1281,1.0,1459356520039084035,2021-11-13T03:04:42.000Z,arthur miller no really couldn u even name playwright pressure congratulations competing
1284,1.0,1459356539295256582,2021-11-13T03:04:47.000Z,agree
1287,1.0,1459356578235232257,2021-11-13T03:04:56.000Z,agree levar beneath wanted say name toby
1288,1.0,1459356580391141380,2021-11-13T03:04:56.000Z,teams back third period mcpherson box goalie interference start frame npeoria leads pu u
1291,1.0,1459356634447331329,2021-11-13T03:05:09.000Z,perrydactyl time get
1293,1.0,1459356652268785676,2021-11-13T03:05:14.000Z,part love
1295,1.0,1459356663119593475,2021-11-13T03:05:16.000Z,u daily double
1299,1.0,1459356719813906434,2021-11-13T03:05:30.000Z,super ray done stepped
1309,1.0,1459356836767748102,2021-11-13T03:05:58.000Z,gah clues easy kick ass show watching every episode but one actually
1313,1.0,1459356868069838852,2021-11-13T03:06:05.000Z,don u deserve u f
1316,1.0,1459356893365694471,2021-11-13T03:06:11.000Z,absolutely enjoy watching always use watch uncle
1317,1.0,1459356900718485508,2021-11-13T03:06:13.000Z,facts
1318,1.0,1459356907488043008,2021-11-13T03:06:14.000Z,clever host
1319,1.0,1459356917185323011,2021-11-13T03:06:17.000Z,king loss bydhttmwfi
1321,1.0,1459356954036424708,2021-11-13T03:06:26.000Z,u
1326,1.0,1459356983987879940,2021-11-13T03:06:33.000Z,u u f fe
1343,1.0,1459357160249298956,2021-11-13T03:07:15.000Z,thank opportunity inspired many ppl runner anything choice
1346,1.0,1459357193174753280,2021-11-13T03:07:23.000Z,tell unc
1350,1.0,1459357227479748616,2021-11-13T03:07:31.000Z,forgot hosting week u f missed whole week u f
1354,1.0,1459357308870434817,2021-11-13T03:07:50.000Z,period unc
1355,1.0,1459357312913575936,2021-11-13T03:07:51.000Z,loss
1357,1.0,1459357351383683072,2021-11-13T03:08:00.000Z,failed sir legend
1359,1.0,1459357354693206019,2021-11-13T03:08:01.000Z,curious celebrate fact got opportunity try hand wish never happened
1366,1.0,1459357404391526407,2021-11-13T03:08:13.000Z,hey
1367,1.0,1459357455696158722,2021-11-13T03:08:25.000Z,shade u u f u f u f u f f u f fc u f f u f fc u f f u f fc
1370,1.0,1459357492811423744,2021-11-13T03:08:34.000Z,
1372,1.0,1459357512751271938,2021-11-13T03:08:39.000Z,came hot one u u damn
1378,1.0,1459357553909854210,2021-11-13T03:08:49.000Z,brain pills u f
1392,1.0,1459357799469797386,2021-11-13T03:09:47.000Z,make tweet nft
1393,1.0,1459357806650437634,2021-11-13T03:09:49.000Z,dude realize insulting levarburton rudeeee
1395,1.0,1459357811075342340,2021-11-13T03:09:50.000Z,not know double
1397,1.0,1459357841756721152,2021-11-13T03:09:57.000Z,liked robin roberts best
1399,1.0,1459357873868185602,2021-11-13T03:10:05.000Z,don u deserve
1415,1.0,1459358231793483782,2021-11-13T03:11:30.000Z,u u f f u f fe
1419,1.0,1459358266220154884,2021-11-13T03:11:38.000Z,
1422,1.0,1459358321673183232,2021-11-13T03:11:52.000Z,drawings korperated u holy knights belle ni need draw u
1424,1.0,1459358346360799241,2021-11-13T03:11:57.000Z,dont give best ken jennings dork
1425,1.0,1459358352937521152,2021-11-13T03:11:59.000Z,parents let name dog picked colbert made laugh nonstop strangers candy u
1427,1.0,1459358372831113223,2021-11-13T03:12:04.000Z,oh dang legend spoken
1428,1.0,1459358373581783044,2021-11-13T03:12:04.000Z,looks great wow not subtle racist undertones much u f yeah dodged bullet sure keep kinging king love u f u f
1429,1.0,1459358380951175169,2021-11-13T03:12:06.000Z,savage n nour hero
1431,1.0,1459358383736336386,2021-11-13T03:12:06.000Z,bhv many questions answer biohacker test skills like contestants u
1432,1.0,1459358395962736640,2021-11-13T03:12:09.000Z,start perry centric not want miss n
1434,1.0,1459358408562274313,2021-11-13T03:12:12.000Z,drag king
1437,1.0,1459358447078678529,2021-11-13T03:12:22.000Z,dude
1444,1.0,1459358558206763008,2021-11-13T03:12:48.000Z,yeah past chance
1447,1.0,1459358646517829635,2021-11-13T03:13:09.000Z,n
1449,1.0,1459358693082890243,2021-11-13T03:13:20.000Z,tell u better love
1450,1.0,1459358709084135426,2021-11-13T03:13:24.000Z,didn u deserve
1460,1.0,1459358858338521088,2021-11-13T03:14:00.000Z,
1464,1.0,1459358939938705408,2021-11-13T03:14:19.000Z,hawks brain supplement competition prevagen
1465,1.0,1459358948360802304,2021-11-13T03:14:21.000Z,keep name
1466,1.0,1459358965826002944,2021-11-13T03:14:25.000Z,
1467,1.0,1459358976961921027,2021-11-13T03:14:28.000Z,made
1468,1.0,1459358978169835524,2021-11-13T03:14:28.000Z,end show fix management alex passed trashin iconic show subpar hosts anyway wave fan base felicia
1469,1.0,1459358991222558724,2021-11-13T03:14:31.000Z,hey come join birthday stream play birthday hour followathon
1470,1.0,1459359006913273863,2021-11-13T03:14:35.000Z,nothing gets skin like sponsored category screw disney day
1472,1.0,1459359007764738048,2021-11-13T03:14:35.000Z,loki ffs
1476,1.0,1459359067097366529,2021-11-13T03:14:49.000Z,millennium falcon yes starwars mashup
1486,1.0,1459359173297295360,2021-11-13T03:15:15.000Z,ndoc nsuperman
1489,1.0,1459359228213088260,2021-11-13T03:15:28.000Z,start perry centric not want miss n
1490,1.0,1459359250069794821,2021-11-13T03:15:33.000Z,happened
1491,1.0,1459359251168649217,2021-11-13T03:15:33.000Z,correct worry business might diabetic limping along losing leg evicted roach infested apartment n nbut broadcasting someone else business make make sense
1499,1.0,1459359545990340612,2021-11-13T03:16:44.000Z,kenjennings back suddenly good
1502,1.0,1459359591683272707,2021-11-13T03:16:54.000Z,u r good ilu
1503,1.0,1459359623094452224,2021-11-13T03:17:02.000Z,would make great game show infinite time try life without parole judge
1504,1.0,1459359650923651072,2021-11-13T03:17:09.000Z,respect wishes mr rogers made us want better people made us want smarter people teacher mentor role model friend multiple generations thank
1505,1.0,1459359655931494401,2021-11-13T03:17:10.000Z,thankfully friend exclusively watch old trebek era
1507,1.0,1459359680275173377,2021-11-13T03:17:16.000Z,would not funny aaronrodgers
1517,1.0,1459359884751695879,2021-11-13T03:18:04.000Z,bhv many questions answer biohacker test skills like contestants u
1519,1.0,1459359938191380484,2021-11-13T03:18:17.000Z,not matter reason reasonable boundary
1520,1.0,1459359940439646210,2021-11-13T03:18:18.000Z,air unc
1524,1.0,1459360036833136646,2021-11-13T03:18:41.000Z,well indicated better things
1526,1.0,1459360052310020099,2021-11-13T03:18:44.000Z,passed earth would not moved
1529,1.0,1459360079463997443,2021-11-13T03:18:51.000Z,loss
1534,1.0,1459360206488588406,2021-11-13T03:19:21.000Z,rheault cude u
1535,1.0,1459360222682628100,2021-11-13T03:19:25.000Z,levar burton already adored respected many millions over world made bed lay dummy
1541,1.0,1459360415721213957,2021-11-13T03:20:11.000Z,said
1543,1.0,1459360418401501184,2021-11-13T03:20:12.000Z,
1544,1.0,1459360446188859399,2021-11-13T03:20:18.000Z,
1550,1.0,1459360588312850433,2021-11-13T03:20:52.000Z,
1551,1.0,1459360597208977410,2021-11-13T03:20:54.000Z,agree know value enough said
1553,1.0,1459360662149373952,2021-11-13T03:21:10.000Z,man u hosting proves democracy isn u real
1557,1.0,1459360755019571211,2021-11-13T03:21:32.000Z,good loss
1568,1.0,1459361048755064833,2021-11-13T03:22:42.000Z,
1569,1.0,1459361050474729476,2021-11-13T03:22:42.000Z,u f
1570,1.0,1459361073702879240,2021-11-13T03:22:48.000Z,truth
1579,1.0,1459361228648685572,2021-11-13T03:23:25.000Z,know say snooze lose well slept lost moved yesterday u news next
1586,1.0,1459361372169388038,2021-11-13T03:23:59.000Z,ken mediocre yes countless games but u
1587,1.0,1459361383460466690,2021-11-13T03:24:02.000Z,u roll today
1595,1.0,1459361488330653698,2021-11-13T03:24:27.000Z,look like u f
1601,1.0,1459361537404010503,2021-11-13T03:24:38.000Z,super ray done stepped
1602,1.0,1459361558979481604,2021-11-13T03:24:43.000Z,
1603,1.0,1459361563500896262,2021-11-13T03:24:45.000Z,love ken jennings ease style like remember
1605,1.0,1459361583017062406,2021-11-13T03:24:49.000Z,failed sir legend
1607,1.0,1459361596245889030,2021-11-13T03:24:52.000Z,completely mediocre n nand also x better levar terrible stint wish people would quit bringing name discussion
1610,1.0,1459361617976561671,2021-11-13T03:24:58.000Z,
1612,1.0,1459361640613298177,2021-11-13T03:25:03.000Z,bigger better u ufe f
1616,1.0,1459361742446804993,2021-11-13T03:25:27.000Z,right u
1619,1.0,1459361816954515458,2021-11-13T03:25:45.000Z,next
1622,1.0,1459361889519955973,2021-11-13T03:26:02.000Z,great makes look relaxing natural
1625,1.0,1459361916296519680,2021-11-13T03:26:09.000Z,nyc good job ruining iconic brand decades universal love appreciation
1629,1.0,1459361966468657152,2021-11-13T03:26:21.000Z,nfinal category ncontemporary playwrites n no idea nmy blind guess nwho tennessee williams n blindguess
1633,1.0,1459362023649673222,2021-11-13T03:26:34.000Z,levar don u play second fiddle anyone
1641,1.0,1459362150758199298,2021-11-13T03:27:05.000Z,
1643,1.0,1459362216667492355,2021-11-13T03:27:20.000Z,think ever another rock btw
1649,1.0,1459362265128439815,2021-11-13T03:27:32.000Z,trust nhim always n nher love nhim big time n nnow let go summon ancientsthe alchemy u
1650,1.0,1459362305406169092,2021-11-13T03:27:41.000Z,nyc comments tweet u f u f u f u f u f
1654,1.0,1459362420271554561,2021-11-13T03:28:09.000Z,nyc good job ruining iconic brand decades universal love appreciation
1655,1.0,1459362443692548100,2021-11-13T03:28:14.000Z,
1660,1.0,1459362551620382726,2021-11-13T03:28:40.000Z,nyc good job ruining iconic brand decades universal love appreciation
1661,1.0,1459362594834239490,2021-11-13T03:28:50.000Z,wife immediately wondering not get
1663,1.0,1459362628233580547,2021-11-13T03:28:58.000Z,u nothing wrong dating older men n ncome sugar got bengay nightstand playing tv latest newspaper u f u f u f u f
1664,1.0,1459362628380286978,2021-11-13T03:28:58.000Z,moved people
1665,1.0,1459362693299724289,2021-11-13T03:29:14.000Z,super ray done stepped
1667,1.0,1459362753207017472,2021-11-13T03:29:28.000Z,stop host saga make mayim bialik permanent host u perfect ken good u u way better
1669,1.0,1459362815328751616,2021-11-13T03:29:43.000Z,talk huge daily double wagers today u f f n nhead hear contestants u
1670,1.0,1459362816767389703,2021-11-13T03:29:43.000Z,nway go andrew neven u not grandmaster game software great like bold style
1672,1.0,1459362905191632896,2021-11-13T03:30:04.000Z,andrewhe family cheering
1674,1.0,1459362946350555137,2021-11-13T03:30:14.000Z,super ray done stepped
1676,1.0,1459362976431886342,2021-11-13T03:30:21.000Z,tagging hosting starting week always honor real joy b u
1677,1.0,1459363022510641154,2021-11-13T03:30:32.000Z,keep name
1678,1.0,1459363055876325376,2021-11-13T03:30:40.000Z,
1689,1.0,1459363204220391427,2021-11-13T03:31:16.000Z,andrewhe sending love contestants crew fans past days shout fashion reviewe u
1690,1.0,1459363211963105289,2021-11-13T03:31:18.000Z,back bit
1691,1.0,1459363220519596039,2021-11-13T03:31:20.000Z,may name wherever please mr burton u f u f
1695,1.0,1459363302589571074,2021-11-13T03:31:39.000Z,would double
1698,1.0,1459363413423972358,2021-11-13T03:32:06.000Z,lmao didn u even see mentioned haaaa
1707,1.0,1459363554935590916,2021-11-13T03:32:39.000Z,get sucked drama auditioned passed time move
1711,1.0,1459363601060446208,2021-11-13T03:32:50.000Z,let know unc
1712,1.0,1459363636422463491,2021-11-13T03:32:59.000Z,win final
1713,1.0,1459363732442664967,2021-11-13T03:33:22.000Z,andrew joins k kelly holzhauer u probably idk hitting days u f u f u f fc know people gon na say forgot but days soooo head doesn u count u f f u f c
1718,1.0,1459363825791156229,2021-11-13T03:33:44.000Z,fair enough
1719,1.0,1459363883139874818,2021-11-13T03:33:58.000Z,salute
1720,1.0,1459363903239036932,2021-11-13T03:34:02.000Z,salute
1727,1.0,1459354181089824768,2021-11-13T02:55:24.000Z,not remember helped study
1730,1.0,1459354329488535555,2021-11-13T02:56:00.000Z,first fab friday much fun played made turkey corner bookmarks played music games ms baker u
1731,1.0,1459354351869251587,2021-11-13T02:56:05.000Z,latest playful news thanks funko
1732,1.0,1459354364934512641,2021-11-13T02:56:08.000Z,love wahlburgers u f u ufe f u e way go hubby
1733,1.0,1459354381900525574,2021-11-13T02:56:12.000Z,dancing queen
1735,1.0,1459354488238587907,2021-11-13T02:56:38.000Z,yoops corrected link previous post wrong date could not edited n n
1737,1.0,1459354671311687683,2021-11-13T02:57:21.000Z,
1738,1.0,1459354689674387463,2021-11-13T02:57:26.000Z,hi darrin following love got far person audition but never called u keep trying voteblue
1739,1.0,1459354829889888260,2021-11-13T02:57:59.000Z,beers regretting absolutely no decisions tonight celebrity u john travolta sean mcvay u keith hernandez
1745,1.0,1459355344577212420,2021-11-13T03:00:02.000Z,virtual event tues pm n ncity year interactive info session
1747,1.0,1459355388680228869,2021-11-13T03:00:12.000Z,forgot perhaps eastern not first time zone j airs every weeknight lucky early viewers
1750,1.0,1459355577201610757,2021-11-13T03:00:57.000Z,literally made twitter public could tweet get notice but every time draft someth u
1751,1.0,1459355639071666176,2021-11-13T03:01:12.000Z,time
1757,1.0,1459355972648931331,2021-11-13T03:02:32.000Z,next question bakit nagpa apekto di pinanindigan kase nasa secluded area sila kumpetisyon alliances u
1758,1.0,1459356056233164804,2021-11-13T03:02:51.000Z,teams back third period mcpherson box goalie interference start frame npeoria leads putting storm winning streak n peovsqc quadcitystorm teamfieldpass fieldpasshockey
1760,1.0,1459356280481406981,2021-11-13T03:03:45.000Z,cool mma go watch go hiking tomorrow snow beautiful brisket excited
1773,1.0,1459356424111226882,2021-11-13T03:04:19.000Z,
1779,1.0,1459356465538363400,2021-11-13T03:04:29.000Z,
1782,1.0,1459356499919134721,2021-11-13T03:04:37.000Z,facts stepping
1783,1.0,1459356513986879488,2021-11-13T03:04:41.000Z,start perry centric not want miss n
1784,1.0,1459356520039084035,2021-11-13T03:04:42.000Z,arthur miller no really couldn u even name playwright pressure congratulations competing
1787,1.0,1459356539295256582,2021-11-13T03:04:47.000Z,agree
1790,1.0,1459356578235232257,2021-11-13T03:04:56.000Z,agree levar beneath wanted say name toby
1791,1.0,1459356580391141380,2021-11-13T03:04:56.000Z,teams back third period mcpherson box goalie interference start frame npeoria leads pu u
1794,1.0,1459356634447331329,2021-11-13T03:05:09.000Z,perrydactyl time get
1796,1.0,1459356652268785676,2021-11-13T03:05:14.000Z,part love
1798,1.0,1459356663119593475,2021-11-13T03:05:16.000Z,u daily double
1802,1.0,1459356719813906434,2021-11-13T03:05:30.000Z,super ray done stepped
1807,1.0,1459356776042688516,2021-11-13T03:05:43.000Z,take advice
1812,1.0,1459356836767748102,2021-11-13T03:05:58.000Z,gah clues easy kick ass show watching every episode but one actually
1816,1.0,1459356868069838852,2021-11-13T03:06:05.000Z,don u deserve u f
1819,1.0,1459356893365694471,2021-11-13T03:06:11.000Z,absolutely enjoy watching always use watch uncle
1820,1.0,1459356900718485508,2021-11-13T03:06:13.000Z,facts
1821,1.0,1459356907488043008,2021-11-13T03:06:14.000Z,clever host
1822,1.0,1459356917185323011,2021-11-13T03:06:17.000Z,king loss bydhttmwfi
1824,1.0,1459356954036424708,2021-11-13T03:06:26.000Z,u
1829,1.0,1459356983987879940,2021-11-13T03:06:33.000Z,u u f fe
1846,1.0,1459357160249298956,2021-11-13T03:07:15.000Z,thank opportunity inspired many ppl runner anything choice
1848,1.0,1459357182772846594,2021-11-13T03:07:20.000Z,miss something no longer potential host show done
1849,1.0,1459357193174753280,2021-11-13T03:07:23.000Z,tell unc
1853,1.0,1459357227479748616,2021-11-13T03:07:31.000Z,forgot hosting week u f missed whole week u f
1857,1.0,1459357308870434817,2021-11-13T03:07:50.000Z,period unc
1858,1.0,1459357312913575936,2021-11-13T03:07:51.000Z,loss
1860,1.0,1459357351383683072,2021-11-13T03:08:00.000Z,failed sir legend
1862,1.0,1459357354693206019,2021-11-13T03:08:01.000Z,curious celebrate fact got opportunity try hand wish never happened
1864,1.0,1459357361710067715,2021-11-13T03:08:03.000Z,u right blew
1869,1.0,1459357404391526407,2021-11-13T03:08:13.000Z,hey
1870,1.0,1459357455696158722,2021-11-13T03:08:25.000Z,shade u u f u f u f u f f u f fc u f f u f fc u f f u f fc
1873,1.0,1459357492811423744,2021-11-13T03:08:34.000Z,
1875,1.0,1459357512751271938,2021-11-13T03:08:39.000Z,came hot one u u damn
1880,1.0,1459357541427826695,2021-11-13T03:08:46.000Z,damn right not get chance disrespect twice still salty everything went kmt
1881,1.0,1459357553909854210,2021-11-13T03:08:49.000Z,brain pills u f
1895,1.0,1459357799469797386,2021-11-13T03:09:47.000Z,make tweet nft
1900,1.0,1459357841756721152,2021-11-13T03:09:57.000Z,liked robin roberts best
1901,1.0,1459357854985424898,2021-11-13T03:10:00.000Z,keep name
1902,1.0,1459357873868185602,2021-11-13T03:10:05.000Z,don u deserve
1909,1.0,1459357979396898822,2021-11-13T03:10:30.000Z,dont deserve anyways
1910,1.0,1459358004663443457,2021-11-13T03:10:36.000Z,
1911,1.0,1459358059076231168,2021-11-13T03:10:49.000Z,j u aco xa not worthy levar burton don u even belong sentence take look u book u f
1917,1.0,1459358221530021891,2021-11-13T03:11:28.000Z,disappointed wouldn u hire know u heard shady stuff don u want maybe could start show lingo always fun
1918,1.0,1459358231793483782,2021-11-13T03:11:30.000Z,u u f f u f fe
1922,1.0,1459358266220154884,2021-11-13T03:11:38.000Z,
1925,1.0,1459358321673183232,2021-11-13T03:11:52.000Z,drawings korperated u holy knights belle ni need draw u
1927,1.0,1459358346360799241,2021-11-13T03:11:57.000Z,dont give best ken jennings dork
1928,1.0,1459358352937521152,2021-11-13T03:11:59.000Z,parents let name dog picked colbert made laugh nonstop strangers candy u
1930,1.0,1459358372831113223,2021-11-13T03:12:04.000Z,oh dang legend spoken
1931,1.0,1459358373581783044,2021-11-13T03:12:04.000Z,looks great wow not subtle racist undertones much u f yeah dodged bullet sure keep kinging king love u f u f
1932,1.0,1459358380951175169,2021-11-13T03:12:06.000Z,savage n nour hero
1934,1.0,1459358383736336386,2021-11-13T03:12:06.000Z,bhv many questions answer biohacker test skills like contestants u
1935,1.0,1459358395962736640,2021-11-13T03:12:09.000Z,start perry centric not want miss n
1937,1.0,1459358408562274313,2021-11-13T03:12:12.000Z,drag king
1940,1.0,1459358447078678529,2021-11-13T03:12:22.000Z,dude
1947,1.0,1459358558206763008,2021-11-13T03:12:48.000Z,yeah past chance
1950,1.0,1459358646517829635,2021-11-13T03:13:09.000Z,n
1952,1.0,1459358693082890243,2021-11-13T03:13:20.000Z,tell u better love
1953,1.0,1459358709084135426,2021-11-13T03:13:24.000Z,didn u deserve
1963,1.0,1459358858338521088,2021-11-13T03:14:00.000Z,
1967,1.0,1459358939938705408,2021-11-13T03:14:19.000Z,hawks brain supplement competition prevagen
1969,1.0,1459358965826002944,2021-11-13T03:14:25.000Z,
1970,1.0,1459358976961921027,2021-11-13T03:14:28.000Z,made
1972,1.0,1459358991222558724,2021-11-13T03:14:31.000Z,hey come join birthday stream play birthday hour followathon
1973,1.0,1459359006913273863,2021-11-13T03:14:35.000Z,nothing gets skin like sponsored category screw disney day
1975,1.0,1459359007764738048,2021-11-13T03:14:35.000Z,loki ffs
1979,1.0,1459359067097366529,2021-11-13T03:14:49.000Z,millennium falcon yes starwars mashup
1980,1.0,1459359067160432647,2021-11-13T03:14:49.000Z,
1989,1.0,1459359173297295360,2021-11-13T03:15:15.000Z,ndoc nsuperman
1992,1.0,1459359228213088260,2021-11-13T03:15:28.000Z,start perry centric not want miss n
1993,1.0,1459359250069794821,2021-11-13T03:15:33.000Z,happened
2002,1.0,1459359545990340612,2021-11-13T03:16:44.000Z,kenjennings back suddenly good
2005,1.0,1459359591683272707,2021-11-13T03:16:54.000Z,u r good ilu
